Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2015-01-02,24.58627340660966,25.351346060128073,24.553008619601215,25.189184188842773,286844,0.0,0
2015-01-05,25.197494959050164,25.376289196589358,24.51974168165026,24.698535919189453,266318,0.0,0
2015-01-06,24.70684837712829,25.047806017700022,24.390840906989954,24.864852905273438,267843,0.0,0
2015-01-07,24.956334419838864,25.05612560448729,24.719328373608498,24.90643882751465,220168,0.0,0
2015-01-08,25.255708896545453,25.609138488769528,24.989595393497236,25.60913848876953,300156,0.0,0
2015-01-09,25.5883516515574,25.88356949321307,25.13928655200878,25.280658721923828,263374,0.0,0
2015-01-12,25.492714766790403,25.771300182425957,25.372132309506895,25.617454528808594,228067,0.0,0
2015-01-13,25.49271760321784,26.23699895340419,25.49271760321784,26.224525451660156,287954,0.0,0
2015-01-14,25.987516651577366,26.81495829351839,25.85446069321346,26.01662254333496,372387,0.0,0
2015-01-15,26.444896382987086,26.673587799072266,25.908515243297497,26.673587799072266,355824,0.0,0
2015-01-16,26.48647896014625,27.09770431178386,26.478162763954632,27.03533363342285,369784,0.0,0
2015-01-19,27.06859874029644,27.65071979141879,26.856539700267362,27.609140396118164,411561,0.0,0
2015-01-20,27.69645820600461,28.01246732189869,27.58419034863884,27.796249389648438,281892,0.0,0
2015-01-21,27.692297087504752,27.733876479653453,26.81911716316489,27.53429412841797,438377,0.0,0
2015-01-22,27.52597531528686,27.77545800344023,27.201651627452463,27.7421932220459,262348,0.0,0
2015-01-23,28.0290971417955,29.41370960121318,27.87109101219941,28.43242073059082,861246,0.0,0
2015-01-26,28.06651895278123,28.89811951434512,27.987515884295256,28.844066619873047,298575,0.0,0
2015-01-27,28.856541693077826,28.93970048484366,28.216208845106323,28.48232078552246,337822,0.0,0
2015-01-28,28.690215854868743,29.02285730761491,28.28688912441282,28.939695358276367,287976,0.0,0
2015-01-29,28.711011474264602,28.97712340775641,28.191261108490835,28.952173233032227,316593,0.0,0
2015-01-30,29.106020167254023,29.106020167254023,28.419949057422144,28.69021987915039,413011,0.0,0
2015-02-02,28.69021846838745,29.064439343740318,28.523897726863478,28.748430252075195,381336,0.0,0
2015-02-03,28.83574988883942,29.01454414298494,28.73595870605956,28.914752960205078,331506,0.0,0
2015-02-04,28.939700557664395,29.438662826428605,28.715168012566185,29.372133255004883,300264,0.0,0
2015-02-05,29.106017006021574,29.313917127493156,28.981275664216984,29.03533172607422,240968,0.0,0
2015-02-06,29.130967914184854,29.1933385934559,28.814961971206074,29.056123733520508,180727,0.0,0
2015-02-09,28.89812027171352,28.960490949926314,27.904357828384274,28.44074058532715,376926,0.0,0
2015-02-10,28.33263210196816,29.106020911398247,28.029099660382684,29.056123733520508,520357,0.0,0
2015-02-11,29.022858530083493,29.022858530083493,28.594581610634602,28.806640625,176697,0.0,0
2015-02-12,28.864853116552528,29.567556566919787,28.864853116552528,29.430341720581055,249986,0.0,0
2015-02-13,29.600821160208227,29.600821160208227,29.180862014531932,29.355497360229492,292150,0.0,0
2015-02-16,29.359659347410506,29.39707985159042,28.898120762031116,29.056123733520508,168836,0.0,0
2015-02-17,28.939699458055557,29.75466764320276,28.939699458055557,29.625770568847656,328458,0.0,0
2015-02-18,29.729718275249187,30.453209831744342,29.659032993150554,30.124727249145508,224201,0.0,0
2015-02-19,30.228675639476556,30.523896596234255,29.945931354431565,30.29936408996582,182466,0.0,0
2015-02-20,30.386684652752482,30.586267006911648,29.887722422745924,30.137205123901367,208216,0.0,0
2015-02-23,30.43657339286193,30.586261718753363,30.162146910263484,30.51973533630371,314854,0.0,0
2015-02-24,30.58626562890385,30.769218755560736,30.415789174586077,30.752586364746094,171388,0.0,0
2015-02-25,30.835750908389905,31.139283342411137,30.656956657497673,30.885644912719727,187975,0.0,0
2015-02-26,30.893958809647593,31.484394383527878,30.893958809647593,31.467761993408203,208879,0.0,0
2015-02-27,31.600822704538054,32.17462597477504,30.295210020266502,31.072757720947266,787635,0.0,0
2015-03-02,31.30976285465041,31.39292164306125,30.96048896425513,31.255706787109375,289669,0.0,0
2015-03-03,31.37628667831005,31.517660413782263,30.507265673143248,30.586265563964844,211438,0.0,0
2015-03-04,30.677739642288252,30.956325027593,29.301441932892757,30.898113250732422,514750,0.0,0
2015-03-05,30.99375080639671,31.397077553741983,30.844062463623125,31.18501853942871,289753,0.0,0
2015-03-06,31.101865908039684,31.338871968905476,30.902280354113604,31.01038932800293,159004,0.0,0
2015-03-09,31.010384970135576,31.11849075652811,30.31184038801741,30.36173439025879,225237,0.0,0
2015-03-10,30.49063195296455,31.218282363237563,30.49063195296455,30.8107967376709,215863,0.0,0
2015-03-11,30.977120322924943,31.534291165758724,30.85237897216593,31.463605880737305,194235,0.0,0
2015-03-12,31.35134277668977,31.484398743769916,31.185022024763466,31.413713455200195,125058,0.0,0
2015-03-13,31.600823594606588,31.792091356739494,31.517664801437363,31.72556495666504,207408,0.0,0
2015-03-16,31.962566303497752,31.987513303316693,31.392918819966876,31.584186553955078,351330,0.0,0
2015-03-17,31.51766179168311,31.762982428718853,30.274416698085002,30.99791145324707,363927,0.0,0
2015-03-18,31.10186379670305,31.10186379670305,30.153836445291546,30.27857780456543,378559,0.0,0
2015-03-19,30.478160360560768,30.478160360560768,29.742192123058103,30.41994857788086,456726,0.0,0
2015-03-20,30.769222891093882,31.517664716826115,30.486478553851107,31.39292335510254,403065,0.0,0
2015-03-23,31.434501716814083,31.434501716814083,30.68606308802357,31.110177993774414,250657,0.0,0
2015-03-24,31.076912109159842,31.351341817285903,30.864856249939947,31.151756286621094,247926,0.0,0
2015-03-25,31.168389500828134,31.31807785969976,30.619533242400326,30.70269203186035,272980,0.0,0
2015-03-26,30.228678714764488,30.51142302857422,28.36589525979805,30.49063491821289,902911,0.0,0
2015-03-27,30.602898744599027,30.76921948438086,30.182939590418368,30.349260330200195,193887,0.0,0
2015-03-30,30.49894812077122,30.964645549179192,30.45320983886043,30.76090431213379,234741,0.0,0
2015-03-31,30.839910429834966,30.852383932455428,30.286895216759003,30.374216079711914,164508,0.0,0
2015-04-01,30.340949262984147,30.727643679893276,30.103943212124012,30.532217025756836,237865,0.0,0
2015-04-02,30.482319109802475,30.60290157800095,30.353422031382006,30.44489860534668,265964,0.0,0
2015-04-07,30.769223280032797,31.17670898414998,30.57795551599564,31.05196762084961,301471,0.0,0
2015-04-08,31.018697806090934,31.29312749194389,30.902274244445728,31.18501853942871,266281,0.0,0
2015-04-09,31.392921260758943,31.94177750557805,31.37212997775721,31.8087215423584,251784,0.0,0
2015-04-10,32.01661791165944,33.355495168261115,32.01661791165944,32.51142120361328,664769,0.0,0
2015-04-13,32.39084404694751,32.52805890748058,31.750511203431046,32.474002838134766,582177,0.0,0
2015-04-14,32.498953817524765,32.698536190234705,31.850303175455924,32.51558303833008,358628,0.0,0
2015-04-15,32.84406151595559,32.84406151595559,32.083149454192686,32.141361236572266,295773,0.0,0
2015-04-16,32.09978241542999,32.536374006483555,31.604982207514485,32.187103271484375,350970,0.0,0
2015-04-17,32.12057455955431,32.27442181921552,31.7255655264493,31.8045654296875,436214,0.0,0
2015-04-20,31.80872500782078,32.09978396772862,31.621616129637847,31.65903663635254,252121,0.0,0
2015-04-21,31.95008664688288,32.15798675209884,31.704766045433896,32.04988098144531,203336,0.0,0
2015-04-22,31.72555858472174,32.482314870867015,31.72555858472174,32.407470703125,497263,0.0,0
2015-04-23,32.59873809149749,33.12264726030211,32.51557614358187,33.072750091552734,431524,0.0,0
2015-04-24,33.2640183928616,33.38875973075643,33.031171279248845,33.29728317260742,350488,0.0,0
2015-04-27,33.47191921937511,36.519735730765596,33.139277759453485,36.13304138183594,1331537,0.0,0
2015-04-28,35.97088417545428,36.523896153267046,34.76090380214383,35.193336486816406,1007673,0.0,0
2015-04-29,35.58002676485319,35.841979776636954,34.033249349053925,34.34925842285156,481630,0.0,0
2015-04-30,34.153840735207936,34.935544256671044,33.80456996146004,34.4033203125,419239,0.0,0
2015-05-04,34.918909376015165,35.59666269942649,34.67774444904509,35.392921447753906,258491,0.0,0
2015-05-05,35.35133091366799,35.592495786282925,34.228671664645454,34.29104232788086,290332,0.0,0
2015-05-06,34.403314281020286,34.548843744568146,33.71308746577712,33.92930221557617,439392,0.0,0
2015-05-07,33.962565753354,34.037409927904875,32.681900176507554,33.99583053588867,517371,0.0,0
2015-05-08,34.44905269081073,35.613294748033766,34.44905269081073,35.58834457397461,665280,0.0,0
2015-05-11,35.600825168191385,35.80872533185736,35.41787200902781,35.70893096923828,241683,0.0,0
2015-05-12,35.40123522335684,35.717244321170156,35.01038194901681,35.53013229370117,258604,0.0,0
2015-05-13,35.75882277470122,36.116411256232574,35.297284226964344,35.58002853393555,254067,0.0,0
2015-05-14,35.584191661926596,35.7172476356208,35.13928545248303,35.683982849121094,80403,0.0,0
2015-05-15,35.95009748774503,36.15799766047474,35.837832790285134,36.004150390625,160749,0.0,0
2015-05-18,36.25778689121291,36.320157574114454,35.17670668603681,36.149681091308594,274996,0.0,0
2015-05-19,36.13304358879977,37.54260623047238,36.00830224063409,37.42202377319336,407424,0.0,0
2015-05-20,37.422027297092875,37.67150684461258,36.83990623801052,37.226600646972656,242236,0.0,0
2015-05-21,37.00621970105181,37.17254042405665,36.63615775782561,36.81911087036133,214015,0.0,0
2015-05-22,37.06126158558131,37.139094259328395,36.50778626070128,36.788848876953125,304276,1.7,0
2015-05-26,36.840726444670686,36.840726444670686,36.23536501260489,36.633174896240234,373982,0.0,0
2015-05-27,36.667773094687135,36.95315733879159,36.44292170335844,36.59858703613281,214484,0.0,0
2015-05-28,37.260161938640024,37.96498086848718,37.19097918112381,37.53689956665039,390440,0.0,0
2015-05-29,37.44177150618331,37.64067977504056,36.55102244561993,36.59858703613281,295490,0.0,0
2015-06-01,36.75424617696015,37.3206929153104,35.928355061712345,35.98456954956055,332657,0.0,0
2015-06-02,35.96727779352568,37.043960223712105,35.69486512053087,36.87099838256836,258127,0.0,0
2015-06-03,36.77154981313247,37.01369442624833,36.57264483821974,36.84073257446289,168753,0.0,0
2015-06-04,36.81479561501715,36.89262829640301,36.39968908061704,36.52941131591797,148217,0.0,0
2015-06-05,36.32184704883636,36.529401912091956,35.76404685899537,36.07105255126953,144028,0.0,0
2015-06-08,36.1056448235235,36.32184628953262,35.79431418463475,35.893768310546875,121285,0.0,0
2015-06-09,35.26678375003551,35.42244907685247,34.038760948449145,34.61817932128906,439412,0.0,0
2015-06-10,34.31982568080951,35.52190543634335,33.58906358956462,35.40083312988281,300123,0.0,0
2015-06-11,35.452717410784565,36.010517619461645,35.41380272828215,35.647300720214844,171152,0.0,0
2015-06-12,35.2884097859407,35.83323850033752,35.163012517604834,35.521907806396484,123854,0.0,0
2015-06-15,34.7176323851225,34.99437000229969,34.19874687868581,34.224693298339844,304176,0.0,0
2015-06-16,34.548994934786194,35.20192428597332,33.63662448413206,35.080848693847656,289536,0.0,0
2015-06-17,35.08518268985123,35.53055729687353,34.17713695818775,34.25064468383789,142630,0.0,0
2015-06-18,34.00416768080699,34.72195816040039,33.40312784498971,34.72195816040039,283517,0.0,0
2015-06-19,34.80844221007924,35.41380708222308,34.57926914323989,35.158687591552734,494491,0.0,0
2015-06-22,35.794316099243645,36.44724548522817,35.560818107587465,35.6905403137207,234062,0.0,0
2015-06-23,36.21807146757817,37.4893338780371,35.975923575941465,37.18665313720703,374179,0.0,0
2015-06-24,37.26448651330474,37.26448651330474,36.084025003494105,36.48183822631836,194733,0.0,0
2015-06-25,36.26131440071753,37.506633803523506,36.14456374793928,37.46339416503906,263727,0.0,0
2015-06-26,36.94451116134933,37.14341613355091,36.30455330815796,36.32184982299805,264838,0.0,0
2015-06-29,33.31232915279622,35.86350763795204,32.940462290605375,35.076534271240234,569413,0.0,0
2015-06-30,34.791139604899676,35.154359784206484,34.462512451997824,34.58790969848633,234322,0.0,0
2015-07-01,35.03761151753565,35.314349149570404,33.98254723354514,34.10794448852539,282821,0.0,0
2015-07-02,34.42360381653048,34.847356918000884,33.558797798376666,33.762027740478516,223662,0.0,0
2015-07-03,33.72743288361019,34.05606007644498,33.558795983109974,33.75337600708008,201452,0.0,0
2015-07-06,33.17395680848788,33.69716401297074,32.905865776045275,33.01829147338867,201553,0.0,0
2015-07-07,33.01828868854095,33.16530410430559,31.448667207478294,31.513525009155273,410715,0.0,0
2015-07-08,31.379486489512857,31.699463795094694,30.11254553075343,31.543798446655273,816081,0.0,0
2015-07-09,31.66919122317548,32.85829933901302,31.600008466447107,32.771820068359375,501059,0.0,0
2015-07-10,34.030114623504346,34.155511888802934,33.58041840867413,33.9522819519043,404351,0.0,0
2015-07-13,34.432251847546134,34.514409478336056,33.731761055247375,33.92201614379883,370724,0.0,0
2015-07-14,33.98687405180365,34.216047106628885,33.65392520401422,34.07335662841797,183781,0.0,0
2015-07-15,34.12956569066886,34.55332204209697,34.056057979381904,34.49278259277344,222948,0.0,0
2015-07-16,34.592239425864676,34.938163139712536,34.40198105335105,34.54899978637695,192501,0.0,0
2015-07-17,34.51440617690237,34.631153531460406,33.98687400666115,34.11659622192383,207163,0.0,0
