Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2015-01-02,62.07726971911351,62.24059278676184,61.49821706016908,61.67638397216797,133860,0.0,0.0
2015-01-05,61.661548641079804,62.285139715803645,61.33490246068496,61.646697998046875,93168,0.0,0.0
2015-01-07,60.87463201962453,61.54276819985224,60.325273792335246,60.93402099609375,308952,0.0,0.0
2015-01-08,61.89911289927652,62.28514811056681,60.96372616111977,62.04759216308594,405258,0.0,0.0
2015-01-09,61.884256405489786,62.789948465142935,61.60215537718364,62.359375,214548,0.0,0.0
2015-01-12,62.760256926058204,63.02751412155183,61.854564823858446,62.38907241821289,300024,0.0,0.0
2015-01-13,62.47814915219538,62.834489775578625,61.88425264431136,62.344520568847656,770190,0.0,0.0
2015-01-14,62.07728949411645,62.07728949411645,60.34013096390342,60.44406509399414,449358,0.0,0.0
2015-01-15,60.80039951835691,61.8991093049239,59.06324796505725,60.68162155151367,501774,0.0,0.0
2015-01-16,60.68161583797278,60.87463341423602,59.74622244557145,60.191646575927734,262800,0.0,0.0
2015-01-19,60.13225852499997,62.06242752075195,60.13225852499997,62.06242752075195,256158,0.0,0.0
2015-01-20,62.0921211582841,63.398699062653236,62.0921211582841,63.0423583984375,687216,0.0,0.0
2015-01-21,63.20568260963959,64.11138153076172,63.19083876320953,64.11138153076172,1274256,0.0,0.0
2015-01-22,64.25985110119903,65.16554998177142,64.15591699431,65.03192138671875,724578,0.0,0.0
2015-01-23,64.95767974257679,66.48696962353395,64.94283589727415,66.32364654541016,733872,0.0,0.0
2015-01-26,66.21973911929769,66.44245123876098,65.38827963375012,65.7743148803711,348534,0.0,0.0
2015-01-27,65.77429801269103,66.36819458007812,65.77429801269103,66.36819458007812,530214,0.0,0.0
2015-01-28,66.38303452145726,66.81361477487707,66.21971824242227,66.78392028808594,518712,0.0,0.0
2015-01-29,66.75422756863199,66.81361654378657,66.36819243349466,66.72453308105469,310152,0.0,0.0
2015-01-30,66.8136253633035,68.14989787056957,66.5166736516999,66.79877471923828,373650,0.0,0.0
2015-02-02,66.81362507240452,66.85817020777282,66.3088119225197,66.6948471069336,333540,0.0,0.0
2015-02-03,67.33328244913582,67.55599451148508,65.18039464867118,66.36819458007812,360894,0.0,0.0
2015-02-04,66.33850009154041,66.486972534229,65.56642979629426,66.36819458007812,496416,0.0,0.0
2015-02-05,66.08609378757883,66.50182342529297,65.70005863851337,66.50182342529297,421662,0.0,0.0
2015-02-06,66.38304880432786,66.81362915039062,65.80400278899819,66.81362915039062,399348,0.0,0.0
